10.12	29.3	12.44	28.07	6.48	6.11	26.6	5.56	19.47	2.98	61.29	679.7	39.9	55.25	26.1	15.6	24.43	15.58	10.6	10.27	29.47	76.2	106.93	22.02	20.32	69.72	30.6	28.52	29.24	68.42	11.8	12.86	41.9	16.71	58.99	15.99		4.38	190	32.19	20.64	33.88	8.22	12.3	22.53	32.33	2.72	9.07	42.72	48.14	33.69	15.46	15.78	19.81	8.81	18.86	56.43
10.05	29.51	12.4	28.97	7.13	6.14	25.94	5.53	19.82	2.99	61.52	677	40.29	57.47	26.06	15.9	24.21	16.34	10.33	9.88	29.39	76	106.31	22.15	20.24	69.9	31.38	28.66	28.79	67.26	11.76	12.54	41.84	16.81	54.82	15.99		4.36	187	32.26	21.5	35.45	8.24	12.24	22.17	32.21	2.61	9.08	43.12	48.88	33.61	15.57	15.85	19.66	9.34	18.97	55
10.1	29.07	12.37	29.12	7.84	6.13	25.3	5.49	19.92	2.95	61.65	685	41.1	58.58	26.88	15.58	24.3	16.28	10.45	9.73	29.85	72.92	103.98	21.46	19.98	69.2	32.06	28.64	26.71	62.91	11.56	12.2	43	16.61	57.18	16.13		4.23	186.88	33.7	20.88	35.01	8.25	12.59	22.3	32.75	2.58	9.14	43.38	49.2	33.77	15.57	15.71	19.63	9.48	19.49	55.87
10.26	28.56	12.25	30.24	8.04	6.01	24.75	5.46	19.63	2.97	61.25	676	40.7	57.28	27.21	15.82	24.1	16.16	10.3	9.75	28.4	72.3	106.13	20.77	19.71	67.12	32.02	28.42	26.69	61.9	11.58	12.3	42.1	16.71	57.4	16.09		4.47	184.18	33.29	20.8	33.79	8.21	12.7	22.52	32.45	2.55	9.12	42.18	49.11	32.82	15.55	15.59	19.14	9.27	19.3	54.4
10.26	30.03	12.34	29.85	8.51	6.03	25.4	5.42	19.83	2.98	62.98	689.6	41.75	60.3	27.75	15.8	24.18	16.37	10.66	9.81	28.19	72.99	106.73	20.57	20.11	67.69	30.5	29.21	26.19	60.69	11.5	12.2	43.53	16.95	59.05	16.4		4.31	185.87	34.55	20.54	32.2	8.06	12.88	22.18	32.7	2.57	9.12	42.67	49.3	33.61	16	15.25	19.45	9.24	18.64	54.5
10.75	31.53	12.7	29.98	8.35	6.15	25.36	5.48	20.01	3.01	63.21	692.67	41.96	61.18	27.68	16.4	24.54	16.7	11.15	10.48	30.73	78.88	110.96	21.18	20.41	71.06	31.61	29.3	27.07	61.6	11.9	12.29	44.26	17.93	60.82	16.39		4.22	194.69	34.55	22.59	33.98	8.19	12.87	22.83	34.44	2.62	9.48	43.75	49.55	34.5	16.19	15.9	19.94	9.39	19.82	54.5
10.98	32.44	13.03	30.66	8.61	6.32	26.15	5.59	19.99	3.05	64.39	725.3	43.07	64.7	27.67	16.6	25.26	17.55	11.2	10.91	31.76	79.92	112	22.1	20.87	75.22	32.88	29.39	29.78	67.76	12.15	12.53	46.08	18.82	61.85	16.36		4.23	202.23	38.01	23.49	35.1	8.24	12.86	23.26	35.28	2.88	9.48	46.81	50.25	34.58	16.36	16.48	20.27	9.76	19.78	58.1
10.87	32.29	13.05	31.2	8.38	6.37	26.73	5.65	20.09	3.08	64.27	717.92	43.22	64.75	27.4	16.47	25.18	17.48	11.78	11.69	34.35	79.04	113.82	22.29	21.06	74.14	33.12	29.32	30.33	67.5	12.54	12.67	46.49	18.97	63.5	16.33		4.2	206.85	38.6	23.84	34.72	8.55	12.87	22.95	36.08	3.17	9.7	47.48	50.63	36.1	16.17	16.8	20.73	9.54	20.08	58.18
10.95	32.87	13.35	31.27	8.35	6.51	26.75	5.73	20.11	3.2	65.02	735.25	43.51	66.07	27.77	17	25.5	17.53	11.94	11.93	35.5	81.19	113.58	23.4	22.95	75.35	33	29.84	31.79	70.4	13.79	13.12	46.8	19.33	65.59	16.59		4.14	212	38.86	24.43	36.02	8.71	13.28	23.14	37.44	3.49	9.76	47.71	52.7	36.62	16.15	16.95	21.27	9.5	20.39	60
11.28	32.95	13.36	30.9	9.19	6.51	26.81	5.72	20.02	3.17	65.1	737.16	44.35	67.96	27.44	16.96	25.98	17.22	12.1	11.91	35.55	80.11	115.74	24.2	22.85	77.1	34.25	29.86	31.47	70.1	13.86	13.05	47.15	19.31	65.8	16.53		4.12	210.14	38.47	25.35	37.65	8.65	13.38	23.93	37.85	3.84	9.75	48.86	53.19	36.33	16.51	16.71	21.38	9.69	22.43	61.83
11.49	31.93	13.08	30.83	9.01	6.34	26.95	5.68	19.65	3.25	63.25	724.78	42.75	66.4	26.55	17.24	25.42	17.1	11.82	12.01	35.25	79.25	113.15	23.68	23	74.7	33.52	29.15	31.73	69.7	13.55	12.92	45.27	19.09	64.29	16.11		4.19	206.84	42.32	26.25	37.15	8.56	12.67	23.6	36.47	4.22	9.46	47.7	52	35.87	15.78	16.27	21.01	9.57	24.67	59.61
12.27	33.43	13.49	31.63	9.39	6.62	28.32	5.83	19.99	3.4	65.29	740	44.09	69.87	27.2	17.98	25.82	18.25	12.36	12.85	36.6	82.3	115.06	24.95	24.14	78.6	34.03	29.87	33.38	71.99	13.95	13.44	46.4	20.17	66.83	16.45		4.19	216.49	43.6	26.58	38.1	8.84	12.95	24.7	38.13	4.64	9.91	49.88	53.22	36.85	16.14	16.97	21.57	9.6	24.5	61.27
12.24	33.7	13.79	30.88	9.37	6.68	28.82	5.84	19.74	3.39	65.68	730.76	44.62	69.67	27.03	18.16	25.43	18.31	12.17	13.55	36.62	82.4	115.86	27.39	24.06	78.39	33.32	29.88	32.82	70.11	13.92	13.36	46.08	20.11	65.93	16.55		4.22	209.7	45.32	26.21	37.76	8.69	12.79	25.12	37.92	4.43	9.61	50.02	54.5	35.41	16.06	17.12	21.45	9.5	24.05	61.5
12.49	33.97	13.81	32.18	9.55	7.02	28.51	5.82	20.02	3.51	65.88	722	44.99	69.01	27.63	17.82	25.55	19.49	11.82	13.4	37.22	80.51	113	26.49	24	76.5	33.37	30.15	34.12	73	13.86	13.42	45.86	19.83	64.95	16.53		4.16	208.74	45.75	25.56	37.95	8.7	13.14	25.71	37.14	4.43	9.69	50.26	56.31	35.67	16	17.28	21.07	9.45	23.51	62.45
12.68	34	13.55	32.6	9.27	7.29	27.75	5.74	19.86	3.49	65.39	720.25	44.84	68.05	26.95	17.59	25.5	19.39	11.98	13.4	36.87	79.37	112.2	26.09	25.31	77.11	32.91	30.08	33.95	71.95	13.68	13.68	45.61	19.75	65.44	16.4		4.12	205.5	47.28	25.68	37.63	8.52	12.86	26.97	37.25	4.19	9.75	49.8	56.8	35.48	15.98	17.3	20.87	9.32	24.46	62.52
13.29	35.1	13.74	32.86	9.87	7.41	28.29	5.8	19.61	3.48	67.02	726.01	44.96	68.5	26.97	17.69	25.5	20.47	12.22	13.85	36.57	81.79	114.17	26.97	27.84	81.21	34.1	30.63	34.25	72.25	14.09	14.16	49.17	20.49	66.3	16.61		4.09	226.05	47.58	26.42	39.75	8.84	12.89	29	37.5	4.24	10.36	50.1	58.97	35.49	15.96	17.34	21.1	9.98	24.49	62.93
13.4	36.44	14.55	33.2	10.85	7.62	29.67	6.11	20.6	3.74	73	742.33	46.08	71.26	28.39	18.7	26.51	21.2	13.25	15.24	37.99	89.27	122.85	28.9	30.31	89.33	34.4	32.52	37.55	77.8	15.16	14.92	47.36	22.31	68.5	17.69		4.05	248.66	45.91	29.06	43.7	9.1	13.62	28.96	39.96	4.66	10.92	52.39	59.45	36.8	16.7	17.96	21.88	10.78	24.8	64.77
13.05	35.36	14.33	32.88	10.44	7.39	30.5	6.15	20.81	3.69	70.01	727.35	44.93	68.92	27.79	18.69	26.27	21.48	13.8	14.83	38.56	92.18	119.2	28.46	29.9	93.11	33.52	31.49	39.62	82.23	15.1	14.53	47.64	21.89	68	17.37		3.99	273.53	48.02	28.8	41.8	8.85	13.23	28.64	40.04	4.82	10.8	50.85	56.93	38.35	16.45	17.45	21.42	10.25	26.7	62.35
11.75	34.1	14.17	31.18	9.4	7.21	29.4	6.12	20.61	3.63	69.98	740.7	44.55	70.06	28.01	18.34	26.63	20.83	13.43	14.31	38.94	88.6	115.73	29.47	29.45	92.6	33.81	31.71	38.45	79.18	14.93	14.48	47.78	21.66	68.8	17.73		3.99	285.46	46.07	29.12	39.56	8.64	13.3	26.78	40.01	4.5	10.4	51.28	55.88	37.91	16.66	17	20.72	9.99	26.76	63.08
11.9	34.5	14.21	33.32	9.48	7.24	29.76	6.14	20.44	3.58	70.01	755.01	44.8	71.5	27.99	19.65	27.04	20.97	13.63	14.4	41.84	87.6	127.3	28.93	29.8	92	33.3	31.74	38.22	79.85	15.09	14.36	48.57	21.52	71.9	17.86		3.96	278.99	44.79	28.99	40.84	8.65	13.21	27.1	40.87	4.95	10.39	51.24	57.26	38.71	16.48	17.3	21.1	10.6	24.08	63.8
12	34.69	14.39	34.98	9.31	7.14	29.8	6.17	20.83	3.63	72.39	789.3	45.73	75.9	28.54	19.58	27.81	20.89	14	14.03	42.09	88.48	128.39	28.71	29.73	92.21	33.47	32.9	38.5	80.33	15.08	14.37	48.96	21.55	72	19.3		4	271.92	46	29.14	41.75	8.72	13.35	27.67	42.08	5.45	10.72	53.49	59.5	38.83	17.17	17.19	21.72	10.51	24.09	64.45
11.93	35.95	14.39	35.35	9.51	7.27	30.88	6.24	21.07	3.63	72.58	781.86	46.65	77.25	29.7	19.8	27.97	20.95	13.55	14.18	44.4	92.31	132.55	31.58	30.31	96.71	35.1	32.69	38.52	80.35	15.31	14.6	49	23.71	72.27	19.3		3.98	280	50.6	29.1	41.8	8.8	13.9	27.4	41.55	6	11.54	54.4	58.89	38.9	17.43	17.55	22.13	11	24.68	63.73
11.99	35.78	14.29	34.97	9.73	7.34	30.8	6.34	21.1	3.61	72.07	779.78	47.08	77.77	29.94	20.61	27.74	21.46	13.6	15.05	44.86	101.54	132.6	33.99	31.65	106.38	34.73	32.35	38.45	79.88	15.45	15.64	49.1	25.09	72.12	19.08		4.02	288.99	53.3	30.3	41.2	8.87	14.16	27.57	41.03	6.6	11.48	54.18	57.86	39.21	17.53	17.6	22.17	10.95	23.92	62.4
11.83	36.44	14.51	34.68	10.2	7.3	30.83	6.38	21.22	3.7	72.16	768	47.1	76.99	29.48	20.1	27.32	20.99	14	14.79	44.6	104.5	130.85	36.8	31.3	106.95	34.39	32.22	39.64	81.49	16.72	17.2	47.56	27.6	71.25	19.28		3.96	302	53.3	30.66	40.67	8.79	13.99	26.7	41.18	7.26	11.57	53.59	57.11	38.9	17.26	17.33	22.2	10.87	23.37	61.67
11.48	35.15	14.23	34.2	10.06	7.23	32.04	6.4	20.91	3.77	70.29	748.6	45.74	73.97	28.57	19.53	26.53	20.53	14.55	14.57	44.07	101	127.3	40.48	30.4	104.5	33.21	31.3	40.17	82.48	17.19	18.92	45.8	29.18	70.38	18.74		3.86	293.99	51.54	29	40.09	8.6	13.53	26	39.58	7.99	11.22	51.58	56.42	38.21	16.7	17.11	22.48	10.5	23.81	61.5
11.34	34.4	13.47	33.74	9.23	6.8	30.2	6.02	20.02	3.55	68.7	737.5	44.51	71.44	27.4	18.8	26.35	20.7	14.19	15.51	41.72	106	125.81	44.53	29.21	105.9	31.75	30.78	37.63	76.17	15.82	18.69	46.58	26.4	69.66	17.9		3.87	288.75	54.6	29.97	40.76	8.26	13.04	25.31	37.49	7.3	11.08	49.88	56.19	38.28	15.72	16.86	21.21	10.19	24.63	59.55
12.47	35.5	13.95	34.78	10.15	6.96	33.22	6.2	20.11	3.61	68.79	758.54	45.37	76	27.45	20.04	26.81	21.3	15.61	15.78	43.84	106.95	130.67	46.3	30.4	108.11	32.31	30.53	38.42	78.21	16.32	19.2	46.16	26.96	70.3	17.92		3.86	295.2	54.69	29.57	44.84	8.38	13.03	27.84	39.07	6.61	11.18	51.45	57.15	41.25	16.14	17.02	21.7	10.8	24.23	61
12.61	36.11	14	35.48	10.41	7.14	35.25	6.26	20.12	3.6	69.25	745.01	44.8	75.3	27.45	20.43	26.89	21.83	16.8	16.16	44.16	106.87	128.24	50.93	31.09	114	32.15	30.66	38.22	78.26	16.18	19.68	46.23	27.98	69.81	17.97		3.85	295.3	56.35	30.28	47.69	8.4	13.03	27.82	38.77	6.88	11.76	50.76	56.87	40.62	15.87	17.11	22.41	10.63	24.56	60.14
12.63	34.7	13.79	34.81	10.17	6.95	33.89	6.16	19.97	3.56	71.54	754	44.95	76.5	27.81	20.4	26.37	21.2	15.95	15.25	44.5	99.29	127.28	48.82	28.68	104.5	32.2	31.04	38.94	80.2	15.32	17.71	46.41	25.3	69.88	18.17		3.84	291.3	51.12	28.85	47.77	8.32	13.25	27.61	38.14	6.25	11.51	50.45	56.34	42.62	16.06	16.88	21.99	10.27	24.9	59.93
12.49	34.63	14.2	34.43	10.17	6.84	32.08	6.05	19.85	3.45	72.8	778	45.46	77.15	27.46	20.06	26.32	21.32	14.38	14.76	42.18	96.09	130.45	50.39	28.25	100.5	32.4	31.45	39.1	81.5	14.73	16.99	47.93	24.36	70.06	18.19		3.78	284.9	49.77	26.22	48.02	8.25	13.25	27.15	38.58	6.46	11.66	51.43	57.26	42.45	16.1	16.9	21.79	10.41	24.8	60.14
12.8	35.85	14.84	34.95	9.97	7	32.18	6.15	19.98	3.48	73.85	777.3	46.92	78.78	28.07	20.37	26.59	22.45	14.14	14.85	43.27	94.88	135.3	45.35	28.38	98	33.48	31.67	39.24	80.97	14.86	16.73	49.32	24.09	71.52	18.44		3.75	306.52	52.98	27.26	47	8.31	13.78	27.5	41.03	6.14	12.38	53.27	57.78	44.02	16.86	17.1	21.73	10.66	23.7	60.95
12.55	36.51	15.23	35.68	10.55	7.3	33.88	6.42	20.7	3.56	75	810.09	47.9	86.66	29.37	20.84	28.56	23.58	14.81	15.45	45.92	96	132	47.31	29.19	101.79	34.6	32.36	42.04	84.87	15.19	17.41	49.25	24.9	74.1	18.65		3.76	306.99	58.28	27.51	48.62	8.65	14.4	28.01	42	6.33	12.99	58.6	58.51	45.12	17.26	18.69	22.15	11.45	22.91	62.9
12.35	36.18	14.86	35.02	10.41	7.14	34.26	6.44	20.51	3.55	75.35	792.61	47.21	86	29.15	21.73	28.05	23.64	14.97	15.56	45.95	95.35	131.2	52.04	29.03	104.59	33.79	32.03	40.98	83.07	15.26	17.02	48.9	25.25	72.1	18.61		3.63	316.99	58.19	27.4	50.6	8.74	14.24	27.21	42	6.43	12.8	59.16	58.9	44.46	17.09	18.55	22	11.5	22.97	62.89
12.41	35.28	15.14	34.94	10.32	7.09	33.72	6.5	20.5	3.54	76.55	792.8	46.61	85.7	29.53	21.45	27.96	23.48	14.78	15.66	46.48	93.9	132.13	51.4	28.98	101.38	34.67	32.27	39.88	80.6	15.06	17.57	48.24	24.95	72.72	18.55		3.57	323.09	55.85	26.88	47.6	8.66	14.37	26.73	41.27	6.63	13.1	60.91	58.03	43.75	16.72	18.46	22.45	11.62	22.83	63.7
12.25	35.14	14.99	35.41	10.33	7.17	33.99	6.52	20.68	3.64	75.8	785.75	46.27	84.9	29.55	21.4	27.63	23.36	14.67	15.65	45	94.6	130.21	53.5	28.9	102.19	34.49	31.98	39.71	80.18	15.3	18.48	48.6	25.62	72.4	18.29		3.48	311.12	55.75	26.74	47.31	8.6	14.14	26.7	41.05	6.53	13.12	60.02	58.05	42.8	16.68	18.38	22.71	11.48	24.78	63.9
11.81	34.6	15.05	34.9	10.11	7.39	34.7	6.68	21.13	3.59	74.72	794	46.16	86.05	29.19	22.05	27.92	24.5	14.5	15.33	45.59	94.1	130.4	54.7	28.22	104	34.5	32.35	38.74	79.09	15.09	17.93	46.69	25.18	73.13	18.1		3.57	309.29	54.65	29.41	46.95	8.6	13.94	25.89	41.56	6.37	12.87	61.03	59.95	43.12	16.67	18.38	23.69	11.54	25.28	64.25
11.49	33.9	14.66	35.38	9.99	7.32	33.27	6.47	19.97	3.52	72.29	775.6	44.99	82.81	28.16	21.37	27.17	23.52	14.05	14.71	46.29	90.93	127.45	60.17	28.33	102.9	33.8	31.17	37.45	77.02	14.67	17.31	46.57	25.19	71.2	17.51		3.47	308.49	53.4	32.35	45.82	8.34	13.46	25.5	40.43	6.05	12.31	59.71	57.05	41.9	16.35	18.03	22.68	11.41	25.2	62.61
11.25	33.92	14.21	33.98	9.75	7	32.3	6.32	19.42	3.5	72.69	773	44.8	84.47	28.29	20.61	27.35	22.6	13.43	14.12	47.53	89.12	127.98	60.2	27.13	100	34.17	31.49	37.43	77.96	14.24	16.68	47.57	24.98	71.55	17.53		3.47	307.88	55.1	30.75	44	8.26	13.33	25.33	41.03	6.09	12.09	59.16	57.06	42.26	16.43	17.38	22.31	10.98	26.16	63.65
11.33	34.47	14.92	33.31	10.07	7.04	31.4	6.38	19.46	3.47	74.22	788.5	45.6	87.98	28.95	20.59	28.2	22.95	13.47	14.13	52.28	88.75	128.61	60.56	26.67	98.1	35.24	32.4	36.06	77.52	14.25	16.39	47.14	23.8	74.36	17.63		3.52	306	55.76	30.11	44.77	8.3	13.69	25.13	44.77	5.68	12.3	61.54	58.06	42.9	16.92	17.8	22.91	11.12	26	65.47
11.5	33.9	15.03	33.98	10.56	6.86	31.13	6.3	19.23	3.45	73.4	806.8	45.63	90.3	28.8	21.59	28.3	23.32	13.22	14.15	51.98	89.9	130.84	54.5	29.34	98.3	34.94	32.52	36.19	77.8	14.3	16.36	48.73	23.78	64.65	17.53		3.53	313.49	59.83	29.55	43.65	8.32	13.38	25.58	43.7	5.54	12.06	64.39	59.62	43.97	16.48	17.94	22.36	11.12	25.31	67.79
12.16	35.07	15.29	33	10.95	7.15	31.92	6.47	19.61	3.51	77.1	853.99	47.21	95	30.72	21.9	29.11	24.8	13.9	14.67	56.7	93.3	134.3	55.5	29.2	101.59	35.3	33.92	37.49	79.27	14.75	17.05	52.93	25	65.42	18.17		3.6	302.95	63.31	30.07	44.3	8.64	14.24	26.1	45.53	5.56	12.78	66.58	62.15	45	17.11	18.59	23.2	11.45	25.41	70.08
13.38	36.85	16.3	35.9	11.68	7.44	31.97	6.61	20.15	3.65	78.6	859	51.93	96.57	32.07	24	29.77	25.63	14.23	15.3	56.55	94.16	135.48	61.05	30	104.2	36.7	34.08	40	87.2	15.56	17.84	51.9	26.96	65.75	18.65		3.61	297.51	69.64	33.08	46.53	8.78	14.67	28.28	46.99	5.79	12.95	67.3	61.71	45.39	18.08	19.32	23.61	11.81	24.95	69.98
13.81	36.59	16.56	34.5	11.89	7.61	30.7	6.52	19.97	3.66	78.96	850	57.12	96.06	31.99	24.01	29.31	25.26	13.84	15.1	56.62	92.73	133.53	58.96	29.9	108.21	36.31	34.49	41.79	95	16.01	17.71	52.2	26.53	65.28	18.81		3.64	299.71	67.68	33.99	45.66	8.9	14.44	28.02	47.55	5.9	12.63	66.51	62.07	44.25	17.87	18.99	23.85	11.77	24.42	70.42
13.81	36.46	16.37	34.17	12	7.94	31.08	6.85	20.16	3.7	79.86	844.5	55.2	95.4	32.49	16.2	29.33	25.81	13.89	15.23	56.31	90.17	132.55	58.23	29.85	119.03	37.05	34.86	42.25	98.5	16.08	17.8	53.65	26.72	65.58	18.98		3.57	303.38	66.97	37.39	44.5	9.3	14.61	27.85	46.83	5.75	12.92	65.7	62.17	44.9	18.17	18.87	23.83	11.66	24.27	71.62
13.36	35.77	17.27	33.69	12	8.22	30.6	6.84	20.48	3.73	80.2	865	54.55	100.23	32.22	15.79	29.78	25.6	13.79	15.04	56.65	90.24	131.7	59.25	29.98	112.27	37.27	35.59	43.16	100.91	15.84	17.39	54.18	26.66	66.14	19.28		3.54	299.79	69.83	37.68	45.06	9.29	14.55	27.74	47.43	5.76	13.36	67.9	62.57	44.74	18.24	18.68	24.05	11.33	23.8	72.35
13.3	35.52	18.34	33.24	11.54	8.42	29.24	6.94	20.53	3.75	80.59	900.2	56.7	102	31.54	16.5	28.62	25	12.99	14.42	54.12	88.93	128.97	57.99	29.24	110.35	36.49	35.93	42.44	103.88	15.62	16.81	55.01	25.45	63.98	19.46		3.5	309.51	67.39	36.6	42.4	9.22	14.46	27.09	50.3	5.55	13.8	68.99	61.06	44.36	18.1	18.5	23.3	11.16	24.5	72.11
